,name,url
19,オトメユリ,https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%88%E3%83%A1%E3%83%A6%E3%83%AA
20,オンシジューム,https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%B3%E3%82%B7%E3%82%B8%E3%83%A5%E3%83%BC%E3%83%A0
21,カキノキ,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%82%AD%E3%83%8E%E3%82%AD
22,カキツバタ,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%82%AD%E3%83%84%E3%83%90%E3%82%BF
23,カサブランカ (植物),https://ja.wikipedia.org/wiki/%E3%82%AB%E3%82%B5%E3%83%96%E3%83%A9%E3%83%B3%E3%82%AB_(%E6%A4%8D%E7%89%A9)
24,カタクリ,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%82%BF%E3%82%AF%E3%83%AA
25,カトレヤ,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%88%E3%83%AC%E3%83%A4
26,カノコユリ,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%8E%E3%82%B3%E3%83%A6%E3%83%AA
27,カボチャ,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%9C%E3%83%81%E3%83%A3
28,ヤハズエンドウ,https://ja.wikipedia.org/wiki/%E3%83%A4%E3%83%8F%E3%82%BA%E3%82%A8%E3%83%B3%E3%83%89%E3%82%A6
29,カーネーション,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%BC%E3%83%8D%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3
30,ガーベラ,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%BC%E3%83%99%E3%83%A9
31,キキョウ,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%82%AD%E3%83%A7%E3%82%A6
32,キク,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%82%AF
33,コブシ,https://ja.wikipedia.org/wiki/%E3%82%B3%E3%83%96%E3%82%B7
34,金日成花,https://ja.wikipedia.org/wiki/%E9%87%91%E6%97%A5%E6%88%90%E8%8A%B1
35,金正日花,https://ja.wikipedia.org/wiki/%E9%87%91%E6%AD%A3%E6%97%A5%E8%8A%B1
36,キュウリ,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%A5%E3%82%A6%E3%83%AA
37,キョウチクトウ,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%A7%E3%82%A6%E3%83%81%E3%82%AF%E3%83%88%E3%82%A6
38,キリ,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%AA
39,キンシバイ,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%B3%E3%82%B7%E3%83%90%E3%82%A4
40,キンセンカ,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%B3%E3%82%BB%E3%83%B3%E3%82%AB
41,キンモクセイ,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%B3%E3%83%A2%E3%82%AF%E3%82%BB%E3%82%A4
42,クズ,https://ja.wikipedia.org/wiki/%E3%82%AF%E3%82%BA
43,クマガイソウ,https://ja.wikipedia.org/wiki/%E3%82%AF%E3%83%9E%E3%82%AC%E3%82%A4%E3%82%BD%E3%82%A6
44,グラジオラス,https://ja.wikipedia.org/wiki/%E3%82%B0%E3%83%A9%E3%82%B8%E3%82%AA%E3%83%A9%E3%82%B9
45,クリ,https://ja.wikipedia.org/wiki/%E3%82%AF%E3%83%AA
46,クレマチス,https://ja.wikipedia.org/wiki/%E3%82%AF%E3%83%AC%E3%83%9E%E3%83%81%E3%82%B9
47,クロッカス,https://ja.wikipedia.org/wiki/%E3%82%AF%E3%83%AD%E3%83%83%E3%82%AB%E3%82%B9
48,クロユリ,https://ja.wikipedia.org/wiki/%E3%82%AF%E3%83%AD%E3%83%A6%E3%83%AA
49,ケイトウ,https://ja.wikipedia.org/wiki/%E3%82%B1%E3%82%A4%E3%83%88%E3%82%A6
50,チューベローズ,https://ja.wikipedia.org/wiki/%E3%83%81%E3%83%A5%E3%83%BC%E3%83%99%E3%83%AD%E3%83%BC%E3%82%BA
51,コウリンタンポポ,https://ja.wikipedia.org/wiki/%E3%82%B3%E3%82%A6%E3%83%AA%E3%83%B3%E3%82%BF%E3%83%B3%E3%83%9D%E3%83%9D
52,コケモモ,https://ja.wikipedia.org/wiki/%E3%82%B3%E3%82%B1%E3%83%A2%E3%83%A2
53,コスモス,https://ja.wikipedia.org/wiki/%E3%82%B3%E3%82%B9%E3%83%A2%E3%82%B9
54,コブシ,https://ja.wikipedia.org/wiki/%E3%82%B3%E3%83%96%E3%82%B7
55,コマクサ,https://ja.wikipedia.org/wiki/%E3%82%B3%E3%83%9E%E3%82%AF%E3%82%B5
56,サクラ,https://ja.wikipedia.org/wiki/%E3%82%B5%E3%82%AF%E3%83%A9
57,サクラソウ,https://ja.wikipedia.org/wiki/%E3%82%B5%E3%82%AF%E3%83%A9%E3%82%BD%E3%82%A6
58,サザンカ,https://ja.wikipedia.org/wiki/%E3%82%B5%E3%82%B6%E3%83%B3%E3%82%AB
59,サツキ,https://ja.wikipedia.org/wiki/%E3%82%B5%E3%83%84%E3%82%AD
60,サルスベリ,https://ja.wikipedia.org/wiki/%E3%82%B5%E3%83%AB%E3%82%B9%E3%83%99%E3%83%AA
61,サルビア,https://ja.wikipedia.org/wiki/%E3%82%B5%E3%83%AB%E3%83%93%E3%82%A2
62,ザゼンソウ,https://ja.wikipedia.org/wiki/%E3%82%B6%E3%82%BC%E3%83%B3%E3%82%BD%E3%82%A6
63,シクラメン,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%82%AF%E3%83%A9%E3%83%A1%E3%83%B3
64,シコンノボタン,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%82%B3%E3%83%B3%E3%83%8E%E3%83%9C%E3%82%BF%E3%83%B3
65,シャクナゲ,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A3%E3%82%AF%E3%83%8A%E3%82%B2
66,シャクヤク,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A3%E3%82%AF%E3%83%A4%E3%82%AF
67,ジャスミン,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A3%E3%82%B9%E3%83%9F%E3%83%B3
68,シュウメイギク,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A5%E3%82%A6%E3%83%A1%E3%82%A4%E3%82%AE%E3%82%AF
69,シラン (植物),https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A9%E3%83%B3_(%E6%A4%8D%E7%89%A9)
70,シロツメクサ,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%AD%E3%83%84%E3%83%A1%E3%82%AF%E3%82%B5
71,ジンチョウゲ,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%B3%E3%83%81%E3%83%A7%E3%82%A6%E3%82%B2
72,シンビジウム,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%B3%E3%83%93%E3%82%B8%E3%82%A6%E3%83%A0
73,スイセン属,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%82%A4%E3%82%BB%E3%83%B3%E5%B1%9E
74,スイレン属,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%82%A4%E3%83%AC%E3%83%B3%E5%B1%9E
75,スズラン,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%82%BA%E3%83%A9%E3%83%B3
76,スダチ,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%80%E3%83%81
77,スノーフレーク (ヒガンバナ科),https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%8E%E3%83%BC%E3%83%95%E3%83%AC%E3%83%BC%E3%82%AF_(%E3%83%92%E3%82%AC%E3%83%B3%E3%83%90%E3%83%8A%E7%A7%91)
78,スミレ,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%9F%E3%83%AC
79,セイヨウタンポポ,https://ja.wikipedia.org/wiki/%E3%82%BB%E3%82%A4%E3%83%A8%E3%82%A6%E3%82%BF%E3%83%B3%E3%83%9D%E3%83%9D
80,テンジクアオイ属,https://ja.wikipedia.org/wiki/%E3%83%86%E3%83%B3%E3%82%B8%E3%82%AF%E3%82%A2%E3%82%AA%E3%82%A4%E5%B1%9E
81,ソメイヨシノ,https://ja.wikipedia.org/wiki/%E3%82%BD%E3%83%A1%E3%82%A4%E3%83%A8%E3%82%B7%E3%83%8E
82,ダリア,https://ja.wikipedia.org/wiki/%E3%83%80%E3%83%AA%E3%82%A2
83,タンポポ,https://ja.wikipedia.org/wiki/%E3%82%BF%E3%83%B3%E3%83%9D%E3%83%9D
84,チゴユリ,https://ja.wikipedia.org/wiki/%E3%83%81%E3%82%B4%E3%83%A6%E3%83%AA
85,チシマザクラ,https://ja.wikipedia.org/wiki/%E3%83%81%E3%82%B7%E3%83%9E%E3%82%B6%E3%82%AF%E3%83%A9
86,チューリップ,https://ja.wikipedia.org/wiki/%E3%83%81%E3%83%A5%E3%83%BC%E3%83%AA%E3%83%83%E3%83%97
87,ツツジ,https://ja.wikipedia.org/wiki/%E3%83%84%E3%83%84%E3%82%B8
88,ツバキ,https://ja.wikipedia.org/wiki/%E3%83%84%E3%83%90%E3%82%AD
89,ツユクサ,https://ja.wikipedia.org/wiki/%E3%83%84%E3%83%A6%E3%82%AF%E3%82%B5
90,ヒナギク,https://ja.wikipedia.org/wiki/%E3%83%92%E3%83%8A%E3%82%AE%E3%82%AF
91,トマト,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%9E%E3%83%88
92,トリカブト,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%AA%E3%82%AB%E3%83%96%E3%83%88
93,ナシ,https://ja.wikipedia.org/wiki/%E3%83%8A%E3%82%B7
94,ナス,https://ja.wikipedia.org/wiki/%E3%83%8A%E3%82%B9
95,ナズナ,https://ja.wikipedia.org/wiki/%E3%83%8A%E3%82%BA%E3%83%8A
96,ナデシコ,https://ja.wikipedia.org/wiki/%E3%83%8A%E3%83%87%E3%82%B7%E3%82%B3
97,ゼンテイカ,https://ja.wikipedia.org/wiki/%E3%82%BC%E3%83%B3%E3%83%86%E3%82%A4%E3%82%AB
98,ニラ,https://ja.wikipedia.org/wiki/%E3%83%8B%E3%83%A9
99,ニンニク,https://ja.wikipedia.org/wiki/%E3%83%8B%E3%83%B3%E3%83%8B%E3%82%AF
100,ネギ,https://ja.wikipedia.org/wiki/%E3%83%8D%E3%82%AE
101,ネジバナ,https://ja.wikipedia.org/wiki/%E3%83%8D%E3%82%B8%E3%83%90%E3%83%8A
102,ネムノキ,https://ja.wikipedia.org/wiki/%E3%83%8D%E3%83%A0%E3%83%8E%E3%82%AD
103,シャクナゲ,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A3%E3%82%AF%E3%83%8A%E3%82%B2
104,ノアザミ,https://ja.wikipedia.org/wiki/%E3%83%8E%E3%82%A2%E3%82%B6%E3%83%9F
105,バラ,https://ja.wikipedia.org/wiki/%E3%83%90%E3%83%A9
106,ハイビスカス,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%82%A4%E3%83%93%E3%82%B9%E3%82%AB%E3%82%B9
107,ハギ,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%82%AE
108,モクレン,https://ja.wikipedia.org/wiki/%E3%83%A2%E3%82%AF%E3%83%AC%E3%83%B3#ハクモクレン
109,ハコベ,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%82%B3%E3%83%99
110,ハス,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%82%B9
111,ハナショウブ,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%8A%E3%82%B7%E3%83%A7%E3%82%A6%E3%83%96
112,ハナズオウ,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%8A%E3%82%BA%E3%82%AA%E3%82%A6
113,ハナニラ,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%8A%E3%83%8B%E3%83%A9
114,ハナミズキ,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%8A%E3%83%9F%E3%82%BA%E3%82%AD
115,ハマナス,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%9E%E3%83%8A%E3%82%B9
116,バラ,https://ja.wikipedia.org/wiki/%E3%83%90%E3%83%A9
117,ハルジオン,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%AB%E3%82%B8%E3%82%AA%E3%83%B3
118,パンジー,https://ja.wikipedia.org/wiki/%E3%83%91%E3%83%B3%E3%82%B8%E3%83%BC
119,ピーマン,https://ja.wikipedia.org/wiki/%E3%83%94%E3%83%BC%E3%83%9E%E3%83%B3
120,ヒガンバナ,https://ja.wikipedia.org/wiki/%E3%83%92%E3%82%AC%E3%83%B3%E3%83%90%E3%83%8A
121,ヒナゲシ,https://ja.wikipedia.org/wiki/%E3%83%92%E3%83%8A%E3%82%B2%E3%82%B7
122,ヒマワリ,https://ja.wikipedia.org/wiki/%E3%83%92%E3%83%9E%E3%83%AF%E3%83%AA
123,ヒメオドリコソウ,https://ja.wikipedia.org/wiki/%E3%83%92%E3%83%A1%E3%82%AA%E3%83%89%E3%83%AA%E3%82%B3%E3%82%BD%E3%82%A6
124,ヒメジョオン,https://ja.wikipedia.org/wiki/%E3%83%92%E3%83%A1%E3%82%B8%E3%83%A7%E3%82%AA%E3%83%B3
125,ヒヤシンス,https://ja.wikipedia.org/wiki/%E3%83%92%E3%83%A4%E3%82%B7%E3%83%B3%E3%82%B9
126,ヒルガオ,https://ja.wikipedia.org/wiki/%E3%83%92%E3%83%AB%E3%82%AC%E3%82%AA
127,フウセンカズラ,https://ja.wikipedia.org/wiki/%E3%83%95%E3%82%A6%E3%82%BB%E3%83%B3%E3%82%AB%E3%82%BA%E3%83%A9
128,ブーゲンビリア,https://ja.wikipedia.org/wiki/%E3%83%96%E3%83%BC%E3%82%B2%E3%83%B3%E3%83%93%E3%83%AA%E3%82%A2
129,フキ,https://ja.wikipedia.org/wiki/%E3%83%95%E3%82%AD
130,フクジュソウ,https://ja.wikipedia.org/wiki/%E3%83%95%E3%82%AF%E3%82%B8%E3%83%A5%E3%82%BD%E3%82%A6
131,フジ (植物),https://ja.wikipedia.org/wiki/%E3%83%95%E3%82%B8_(%E6%A4%8D%E7%89%A9)
132,ブッソウゲ,https://ja.wikipedia.org/wiki/%E3%83%96%E3%83%83%E3%82%BD%E3%82%A6%E3%82%B2
133,フヨウ,https://ja.wikipedia.org/wiki/%E3%83%95%E3%83%A8%E3%82%A6
134,フリージア,https://ja.wikipedia.org/wiki/%E3%83%95%E3%83%AA%E3%83%BC%E3%82%B8%E3%82%A2
135,キダチチョウセンアサガオ属,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%80%E3%83%81%E3%83%81%E3%83%A7%E3%82%A6%E3%82%BB%E3%83%B3%E3%82%A2%E3%82%B5%E3%82%AC%E3%82%AA%E5%B1%9E
136,ベゴニア,https://ja.wikipedia.org/wiki/%E3%83%99%E3%82%B4%E3%83%8B%E3%82%A2
137,ベニバナ,https://ja.wikipedia.org/wiki/%E3%83%99%E3%83%8B%E3%83%90%E3%83%8A
138,ヘレボルス,https://ja.wikipedia.org/wiki/%E3%83%98%E3%83%AC%E3%83%9C%E3%83%AB%E3%82%B9
139,ポインセチア,https://ja.wikipedia.org/wiki/%E3%83%9D%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%81%E3%82%A2
140,ホウセンカ,https://ja.wikipedia.org/wiki/%E3%83%9B%E3%82%A6%E3%82%BB%E3%83%B3%E3%82%AB
141,ホオズキ,https://ja.wikipedia.org/wiki/%E3%83%9B%E3%82%AA%E3%82%BA%E3%82%AD
142,ボケ (植物),https://ja.wikipedia.org/wiki/%E3%83%9C%E3%82%B1_(%E6%A4%8D%E7%89%A9)
143,ボタン (植物),https://ja.wikipedia.org/wiki/%E3%83%9C%E3%82%BF%E3%83%B3_(%E6%A4%8D%E7%89%A9)
144,ホテイアオイ,https://ja.wikipedia.org/wiki/%E3%83%9B%E3%83%86%E3%82%A4%E3%82%A2%E3%82%AA%E3%82%A4
145,ホトケノザ,https://ja.wikipedia.org/wiki/%E3%83%9B%E3%83%88%E3%82%B1%E3%83%8E%E3%82%B6
146,ホトトギス属,https://ja.wikipedia.org/wiki/%E3%83%9B%E3%83%88%E3%83%88%E3%82%AE%E3%82%B9%E5%B1%9E
147,ヒナゲシ,https://ja.wikipedia.org/wiki/%E3%83%92%E3%83%8A%E3%82%B2%E3%82%B7
148,ボロニア,https://ja.wikipedia.org/wiki/%E3%83%9C%E3%83%AD%E3%83%8B%E3%82%A2
149,マツバボタン,https://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%84%E3%83%90%E3%83%9C%E3%82%BF%E3%83%B3
150,マリーゴールド,https://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%AA%E3%83%BC%E3%82%B4%E3%83%BC%E3%83%AB%E3%83%89
151,ヒガンバナ,https://ja.wikipedia.org/wiki/%E3%83%92%E3%82%AC%E3%83%B3%E3%83%90%E3%83%8A
152,マーガレット (植物),https://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%BC%E3%82%AC%E3%83%AC%E3%83%83%E3%83%88_(%E6%A4%8D%E7%89%A9)
153,ウンシュウミカン,https://ja.wikipedia.org/wiki/%E3%82%A6%E3%83%B3%E3%82%B7%E3%83%A5%E3%82%A6%E3%83%9F%E3%82%AB%E3%83%B3
154,ミズバショウ,https://ja.wikipedia.org/wiki/%E3%83%9F%E3%82%BA%E3%83%90%E3%82%B7%E3%83%A7%E3%82%A6
155,ミヤギノハギ,https://ja.wikipedia.org/wiki/%E3%83%9F%E3%83%A4%E3%82%AE%E3%83%8E%E3%83%8F%E3%82%AE
156,ミヤマキリシマ,https://ja.wikipedia.org/wiki/%E3%83%9F%E3%83%A4%E3%83%9E%E3%82%AD%E3%83%AA%E3%82%B7%E3%83%9E
157,ムクゲ,https://ja.wikipedia.org/wiki/%E3%83%A0%E3%82%AF%E3%82%B2
158,ムラサキケマン,https://ja.wikipedia.org/wiki/%E3%83%A0%E3%83%A9%E3%82%B5%E3%82%AD%E3%82%B1%E3%83%9E%E3%83%B3
159,ムラサキサギゴケ,https://ja.wikipedia.org/wiki/%E3%83%A0%E3%83%A9%E3%82%B5%E3%82%AD%E3%82%B5%E3%82%AE%E3%82%B4%E3%82%B1
160,ムラサキツユクサ属,https://ja.wikipedia.org/wiki/%E3%83%A0%E3%83%A9%E3%82%B5%E3%82%AD%E3%83%84%E3%83%A6%E3%82%AF%E3%82%B5%E5%B1%9E
161,モウセンゴケ,https://ja.wikipedia.org/wiki/%E3%83%A2%E3%82%A6%E3%82%BB%E3%83%B3%E3%82%B4%E3%82%B1
162,モモ,https://ja.wikipedia.org/wiki/%E3%83%A2%E3%83%A2
163,モクレン,https://ja.wikipedia.org/wiki/%E3%83%A2%E3%82%AF%E3%83%AC%E3%83%B3
164,サクラ,https://ja.wikipedia.org/wiki/%E3%82%B5%E3%82%AF%E3%83%A9
165,ヤグルマギク,https://ja.wikipedia.org/wiki/%E3%83%A4%E3%82%B0%E3%83%AB%E3%83%9E%E3%82%AE%E3%82%AF
166,ヤシオツツジ,https://ja.wikipedia.org/wiki/%E3%83%A4%E3%82%B7%E3%82%AA%E3%83%84%E3%83%84%E3%82%B8
167,ヤナギタンポポ,https://ja.wikipedia.org/wiki/%E3%83%A4%E3%83%8A%E3%82%AE%E3%82%BF%E3%83%B3%E3%83%9D%E3%83%9D
168,ヤマブキ,https://ja.wikipedia.org/wiki/%E3%83%A4%E3%83%9E%E3%83%96%E3%82%AD
169,ヤマユリ,https://ja.wikipedia.org/wiki/%E3%83%A4%E3%83%9E%E3%83%A6%E3%83%AA
170,ユウガオ,https://ja.wikipedia.org/wiki/%E3%83%A6%E3%82%A6%E3%82%AC%E3%82%AA
171,ユキノシタ,https://ja.wikipedia.org/wiki/%E3%83%A6%E3%82%AD%E3%83%8E%E3%82%B7%E3%82%BF
172,ユキヤナギ,https://ja.wikipedia.org/wiki/%E3%83%A6%E3%82%AD%E3%83%A4%E3%83%8A%E3%82%AE
173,ユリ,https://ja.wikipedia.org/wiki/%E3%83%A6%E3%83%AA
174,ヨルガオ,https://ja.wikipedia.org/wiki/%E3%83%A8%E3%83%AB%E3%82%AC%E3%82%AA
175,ライラック,https://ja.wikipedia.org/wiki/%E3%83%A9%E3%82%A4%E3%83%A9%E3%83%83%E3%82%AF
176,ラベンダー,https://ja.wikipedia.org/wiki/%E3%83%A9%E3%83%99%E3%83%B3%E3%83%80%E3%83%BC
177,ラン科,https://ja.wikipedia.org/wiki/%E3%83%A9%E3%83%B3%E7%A7%91
178,リラ,https://ja.wikipedia.org/wiki/%E3%83%AA%E3%83%A9
179,リンゴ,https://ja.wikipedia.org/wiki/%E3%83%AA%E3%83%B3%E3%82%B4
180,リンドウ,https://ja.wikipedia.org/wiki/%E3%83%AA%E3%83%B3%E3%83%89%E3%82%A6
181,オオハンゴンソウ属,https://ja.wikipedia.org/wiki/%E3%82%AA%E3%82%AA%E3%83%8F%E3%83%B3%E3%82%B4%E3%83%B3%E3%82%BD%E3%82%A6%E5%B1%9E
182,ルピナス属,https://ja.wikipedia.org/wiki/%E3%83%AB%E3%83%94%E3%83%8A%E3%82%B9%E5%B1%9E
183,エゾウスユキソウ,https://ja.wikipedia.org/wiki/%E3%82%A8%E3%82%BE%E3%82%A6%E3%82%B9%E3%83%A6%E3%82%AD%E3%82%BD%E3%82%A6
184,ゲンゲ,https://ja.wikipedia.org/wiki/%E3%82%B2%E3%83%B3%E3%82%B2
185,レンゲツツジ,https://ja.wikipedia.org/wiki/%E3%83%AC%E3%83%B3%E3%82%B2%E3%83%84%E3%83%84%E3%82%B8
186,ワレモコウ,https://ja.wikipedia.org/wiki/%E3%83%AF%E3%83%AC%E3%83%A2%E3%82%B3%E3%82%A6
